羅馬字	漢字	頻率
tsing-ziang	正像	7
tsing-ʽeo	症候	3
tsiu	酒	5
tsiu	咒	1
tsiu-mô	咒罵	2
tsiu-tsô-den	酒榨窞	1
tsiu-væn	酒飯	1
tsiu-yin-zông	酒筵上	1
tso	做	100
tso-cü	做主	1
tso-cʽih-læ-go	做出來個	1
tso-de	做隊	1
tso-dzing	做成	8
tso-fah	做法	5
tso-feh-læ	做弗來	1
tso-feh-tao-go	做弗到個	1
tso-go	做個	16
tso-ko	做過	1
tso-kong-go	做工個	1
tso-kæn	做間	1
tso-leh	做勒	3
tso-nying	做人	1
tso-sang	做生	1
tso-yiang	做樣	1
tsong	總	19
tsong-toh	總督	10
tsong-toh-go	總督個	1
tsu-cʽih	租出	2
tsu-djü	阻住	1
tsu-kah-sing	阻隔心	1
tsu-tsong	祖宗	3
tsu-tsong-go	祖宗個	1
tsæ	再	16
tsæ-næn	災難	1
tsæ-næn-go	災難個	1
tsæ-ve	再𣍐	8
tsæ-wô	再話	3
tsæn	斬	3
tsæn	趲	2
tsæn-go	斬個	1
tsæn-ko-kyʽi	趲過去	1
tsæn-lôh	斬落	2
tsæn-me	讚美	3
tsæn-sah	斬煞	1
tsô-djü	遮住	2
tsô-en	遮暗	1
tsô-sah	遮煞	1
tsôh	作	3
tsôh-hying	作興	4
tsôh-hying-go	作興個	1
tsôh-leh	斫勒	1
tsôh-tao	斫倒	2
tsông	裝	2
tsông	葬	1
tsông-go	葬個	1
tsông-lông	蟑螂	2
tsông-pæn	裝扮	1
tsông-sih	裝飾	1
tsông-sih-hao-de	裝飾好了	1
tsʽ	刺	2
tsʽ-bang	刺棚	3
tsʽ-hwu	刺虎	1
tsʽ-li	雌驢	2
tsʽa	差	23
tsʽa-nying	差人	2
tsʽa-s	差使	2
tsʽah	拆	3
tsʽah-diao	拆掉	1
tsʽao-mih	抄滅	1
tsʽe	催	2
tsʽeh	撮	2
tsʽeng	忖	7
tsʽeng-deo	忖頭	1
tsʽeng-feh-tao-go	忖弗到個	1
tsʽeng-tao	忖到	1
tsʽeng-tsʽeng	忖忖	1
tsʽia	且	6
tsʽia-kʽen	且看	5
tsʽia-tʽing	且聽	1
tsʽiang-deh	搶奪	2
tsʽiang-pô	槍笆	1
tsʽih	七	2
tsʽih-go	七個	5
tsʽih-jih-go	七十個	1
tsʽih-nyih-go	七日個	1
tsʽih-tsao	七遭	3
tsʽin-ding	千定	1
tsʽin-væn-liang	千萬兩	1
tsʽing	請	5
tsʽing	稱	1
tsʽing-gying	親近	3
tsʽing-hwu	稱呼	13
tsʽing-kyih-go	清潔個	1
tsʽing-kæn-go	請間個	3
tsʽing-meng	請問	2
tsʽing-tsæn	稱讚	2
tsʽing-tsʽao	青草	1
tsʽing-æ-go	親愛個	3
tsʽiu-cʽih-læ	抽出來	1
tsʽiu-miao	抽苗	1
tsʽo-de	錯了	1
tsʽo-lôh	錯落	1
tsʽo-lôh-de	錯落了	1
tsʽong-ming	聰明	7
tsʽong-ming-go	聰明個	6
tsʽu	醋	1
tsʽæ	睬	1
tsʽæ-su	菜蔬	1
tsʽæn-nyih	產業	5
tsʽæn-nyiæn	懺唸	1
tsʽæn-nyiæn-go	懺唸個	1
tsʽæn-nyiæn-kyi	懺唸記	1
tsʽô	差	1
tsʽông-hao	唱好	1
tsʽông-kwʽu	倉庫	1
tsʽông-li	倉裏	1
tsʽön-lôh	竄落	1
tsʽön-teh	攛掇	1
tu	都	105
tu-gyi-sing	妒忌心	1
tæn	單	2
tæn	擔	1
tæn-deo	擔頭	2
tæn-diao	撣掉	1
tæn-kôh-kyi	耽擱記	1
tæn-kôh-kæn	耽擱間	1
tæn-ts	膽子	1
tæn-tsih	單只	8
tæn-tsih-siao	單只消	1
tông	當	2
tông	擋	1
tông-cong-nyiang	當中央	1
tông-kæ	當該	7
tông-min-zin	當面前	1
tông-yia	當夜	1
tông-z	當時	3
tön	斷	5
tön-go	短個	1
tön-tin	短點	1
tʽa-bing	太平	2
tʽa-kæn	太監	3
tʽa-tʽa-bing-bing-de	太太平平了	1
tʽao	討	7
tʽao	套	1
tʽao-go	討個	1
tʽe	推	1
tʽe-cʽih	推出	1
tʽe-de	退了	1
tʽe-dz	推辭	1
tʽe-hweng-de	退婚了	1
tʽe-lo	推羅	3
tʽe-tao	推倒	1
tʽeh-lih	脫力	2
tʽen-tsiu-go	貪酒個	1
tʽen-zih	貪食	1
tʽeng-kyʽi	氽去	1
tʽeng-kyʽüoh	吞喫	1
tʽeng-lôh-kyʽi	吞落去	1
tʽeo	偷	2
tʽeo-dao	偷盜	1
tʽeo-kwông-go	透光個	1
tʽeo-kyʽi	偷去	1
tʽeo-kyʽi-go	偷去個	1
tʽeo-leh-kyʽi-de	偷勒去了	1
tʽi	替	1
tʽi-dæ	替代	1
tʽiah	貼	1
tʽiao	挑	1
tʽiao-leh-kyʽi	挑勒去	1
tʽiao-lôh	跳落	4
tʽiao-lôh-kyʽi	跳落去	1
tʽiao-shün-go	挑選個	6
tʽiao-so	挑唆	1
tʽiao-vu	跳舞	2
tʽin	天	14
tʽin-di	天地	4
tʽin-koh	天國	19
tʽin-koh-go	天國個	10
tʽin-koh-li	天國裏	10
tʽin-kô	天家	1
tʽin-li	天裏	2
tʽin-li-go	天裏個	7
tʽin-nyiang	天亮	4
tʽin-s	天使	19
tʽin-vu	天父	4
tʽin-vu-go	天父個	2
tʽin-zông	天上	20
tʽin-zông-go	天上個	7
tʽin-ʽô	天下	3
tʽin-ʽô-go	天下個	2
tʽing	聽	33
tʽing-feh-tsing	聽弗進	1
tʽing-meng	聽聞	39
tʽing-meng-de	聽聞了	1
tʽing-meng-go	聽聞個	5
tʽing-meng-gyi	聽聞其	1
tʽing-meng-ko	聽聞過	1
tʽing-tʽing	聽聽	1
tʽo-cʽih	拖出	1
tʽo-cʽih-kyʽi	拖出去	1
tʽo-zông	拖上	1
tʽong	統	2
tʽong-cü	通知	4
tʽong-kwʽu	痛苦	1
tʽong-leh	痛勒	1
tʽong-pao	通報	3
tʽong-ʽang-dzin	通行錢	1
tʽu	吐	2
tʽæ	胎	1
tʽôh	託	6
u	熓	2
u	捂	1
u-de	熓了	1
u-dông	烏蕩	25
u-li-üô-go	烏利亞個	1
u-sen	烏碎	43
u-si-üô	烏西亞	2
u-su	惡愫	3
un-tsæn	碗盞	2
uô-li-mô-tʽa	亞利馬太	1
uô-meng	亞們	1
uô-mi-nô-dah	亞米拿達	1
uô-sah	亞撒	1
vah	罰	2
vah-ko-tsiu	罰過咒	1
vah-tsing	罰進	3
vah-tsiu	罰咒	14
vah-tsiu-go	罰咒個	1
ve	𣍐	6
veng	墳	5
veng-deo	墳頭	1
veng-kʽo-li	墳窠裏	1
veng-li	墳裏	1
veng-mo	墳墓	6
voh	服	2
voh-z	服侍	7
vong	甮	1
vong-de	甮了	1
vong-li	縫裏	2
vong-tsʽa	奉差	1
vu-hwô-ko	無花果	6
vu-kao-tsih-go	無酵節個	1
vu-meo	父母	2
vu-nyih-ts	武藝子	2
vu-tih-go	附的個	1
vu-yün-vu-kwu	無緣無故	1
væn-djôh	犯着	2
væn-koh	萬國	1
væn-koh-go	萬國個	2
væn-nying	犯人	2
væn-pah	凡百	43
væn-veh	萬物	1
væn-wông	藩王	1
væn-ze	犯罪	8
vông-li	房裏	1
wa	還	39
wa-yiu	還有	50
wa-yiu-sing	還有星	2
wa-z	還是	21
wang-dzæ	橫財	1
we	會	244
we	爲	2
we	位	1
we-be	違背	5
we-foh	回覆	1
we-hyiang	茴香	1
we-leh	爲了	49
we-sing-cün-i	回心轉意	8
we-sing-cün-i-de	回心轉意了	1
we-sing-cün-i-go	回心轉意個	1
we-su	回數	2
we-teh	回答	41
we-ts	爲止	1
we-we	會會	1
weh	活	2
weh-cün-læ	活轉來	9
weh-cün-læ-de	活轉來了	3
weh-cün-læ-go	活轉來個	4
weh-go	活個	2
weh-gyi	活其	1
weh-ling	活靈	4
weh-ling-go	活靈個	1
weh-ming	活命	7
weh-nying-go	活人個	1
weh-zin	活前	1
weng-sing	渾身	4
wu-li	狐狸	1
wu-liang-vông	戶糧房	1
wu-long	胡嚨	2
wu-yiang	湖羊	2
wun-djün	完全	2
wun-kyi	黃狗	3
wæ	懷	1
wæ-kyʽi	懷起	1
wæ-sing	懷聲	1
wæ-wæ	懷懷	1
wæ-wæ-hyiang	懷懷響	1
wæn	還	6
wæn-go	還個	1
wæn-wun	還完	3
wô	話	496
wô-cʽih-læ	話出來	1
wô-djôh-de	話着了	3
wô-fah	話法	1
wô-go	話個	4
wô-ko	話過	1
wô-ko-go	話過個	1
wô-wô	話話	3
wông	王	5
wông-djong	蝗蟲	1
wông-kong	王宮	1
wông-ti	皇帝	15
wông-ti-go	皇帝個	2
w̆a	壞	7
w̆a-cʽü	壞處	1
w̆a-de	壞了	1
w̆a-go	壞個	4
w̆a-nying	壞人	4
w̆ang-pang-hyüing-liu-go	橫綳勛流個	1
w̆e-kyʽüoh	委曲	2
w̆eh-kʽæ-ts	挖開仔	1
w̆eng-ziu	溫柔	1
w̆eng-ziu-go	溫柔個	1
w̆æn-we	挽回	1
yi	又	63
yi-ko-kyʽi	移過去	1
yi-kying	已經	22
yi-li	以利	2
yi-li-üô	以利亞	9
yi-li-üô-kying	以利亞敬	2
yi-li-üô-sah	以利亞撒	2
yi-lih	以律	2
yi-læ	以來	1
yi-lôh	遺落	1
yi-mô-ne-lih	以馬內力	1
yi-sah	以撒	3
yi-sah-go	以撒個	1
yi-seh-lih	以色列	10
yi-seh-lih-go	以色列個	2
yi-sæ-üô	以賽亞	6
yi-z-leng	以士崙	2
yi-ʽeo	以後	3
yi-ʽô-go	以下個	1
yia	也	145
yia	夜	3
yia	野	1
yia-deo	夜頭	1
yia-kwʽa	夜快	7
yia-su	耶穌	1
yia-tao	夜到	3
yia-tsʽao	野草	1
yiah-sao	翼梢	1
yiah-z	鑰匙	1
yiang	羊	9
yiang	揚	2
yiang-kʽæ-de	揚開了	3
yiang-yiang	樣樣	14
yiao-dong	搖動	2
yiao-nyiæn	效驗	13
yiao-yiao	搖搖	1
yiao-ʽôh	搖惑	1
yih	葉	1
yih-bæn	葉爿	1
yin	鹽	2
yin-cʽih	現出	3
yin-cʽih-læ	現出來	2
yin-cʽih-tong	現出東	1
yin-dzæ	現在	5
yin-dzæ-go	現在個	1
ying	營	1
ying-dao	引導	1
ying-sing	淫心	1
ying-vah	刑罰	5
ying-vah-li	刑罰裏	1
yiu	有	271
yiu	油	3
yiu-bing-go	有病個	4
yiu-da	猶大	13
yiu-fông-li	油坊裏	1
yiu-go	有個	8
yiu-ho	有夥	4
yiu-kwun-li	油罐裏	1
yiu-lao	有佬	3
yiu-leh	有了	1
yiu-ming-go	有名個	1
yiu-sing	有星	14
yiu-teh	有得	2
yiu-teh-go	有得個	6
yiu-tih-go	有的個	1
yiu-tʽa	猶太	12
yiu-tʽa-go	猶太個	1
yiu-veng	有份	1
yiu-yü	有餘	2
yiu-ʽæn-go	有限個	2
yiæ-gyih	埃及	4
yiæ-ko-nyi-üô	耶哥尼亞	2
yiæ-li-ko	耶利哥	1
yiæ-li-mi	耶利米	3
yiæ-lu-sah-leng	耶路撒冷	12
yiæ-lu-sah-leng-go	耶路撒冷個	2
yiæ-si	耶西	2
yiæ-su	耶穌	254
yiæ-su-go	耶穌個	8
yü	雨	3
yü	與	1
yü-be-hao-kæn-go	預備好間個	1
yü-be-nyih-go	預備日個	1
yü-kô	愈加	5
yü-sin	預先	3
yü-to	餘多	3
yü-to-go	餘多個	1
yü-yüih	逾越	2
yü-yüih-tsih	逾越節	2
yüih-fah	越發	1
yüih-liang	月亮	1
yüing	雲	4
yün-cü	園主	1
yün-kwu	緣故	11
yün-li	園裏	1
yün-li-go	園裏個	1
yün-nga	園外	1
yün-tin	遠點	1
yün-yün	遠遠	2
yüong	用	49
yüong-djôh	用着	1
yüong-go	用個	2
yüong-nying	傭人	5
yüong-wô	榮華	5
yüong-wô-go	榮華個	2
yüong-yi	容易	2
yüong-yi-go	容易個	1
yüô-kôh	雅各	11
yüô-kôh-go	雅各個	2
z	是	278
z-de	是了	1
z-dzih-kwu-kô	市值估價	1
z-go	是個	8
z-jün	自然	1
z-ka	是介	132
z-ka-go	是介個	10
z-ken	事幹	82
z-min-zông	市面上	3
z-shü	時世	5
z-shü-go	時世個	1
z-yüoh	時疫	1
z-zing	時辰	2
z-ʽeo	時候	110
za-lông	豺狼	2
zah-deo	石頭	17
zah-deo-zông	石頭上	5
zah-ngæn	石巖	1
zao	造	3
zao-li	皂吏	1
ze	罪	11
ze	隨	6
ze-bin	隨便	5
ze-ko	罪過	1
ze-kyʽin	罪愆	2
ze-ming	罪名	1
ze-nying	罪人	3
ze-nying-go	罪人個	2
ze-siu	隨手	5
ze-ôh	罪惡	1
zeh	賊	1
zeh-kʽo	賊窠	1
zeo	愁	2
zeo-meng	愁悶	7
zi	自	39
zi-be-de	齊備了	1
zi-go	自個	24
zi-kô-nying	自家人	1
zia-bing	邪病	1
zia-hao-ts	謝好仔	1
zia-zia	謝謝	1
ziah	若	74
ziah-z	若是	38
ziang	像	38
ziang-kyiah	像腳	1
ziao-deo	兆頭	11
zih	食	1
zin-deo	前頭	10
zin-deo-go	前頭個	1
zin-liang	錢糧	3
zin-ʽeo	前後	1
zing	尋	8
zing-deo	盡頭	3
zing-djôh	尋着	7
zing-djôh-de	尋着了	1
zing-djôh-go	尋着個	1
zing-do-tsiu	甚大咒	1
zing-feh-djôh	尋弗着	3
zing-go	尋個	1
zing-li	城裏	21
zing-nga	城外	1
zing-nyih	淨日	2
ziu	就	239
ziu	受	8
ziu-go	受個	3
ziu-ko-ts	受過仔	1
ziu-leh	受勒	1
ziu-veng-li	壽墳裏	1
ziu-z	就是	72
ziu-ze	受罪	1
zo	坐	14
zo-kæn	坐間	6
zo-leh	坐勒	4
zo-lôh	坐落	3
zo-lôh-ts	坐落仔	1
zo-mun-de	坐滿了	1
zo-tih-go	坐的個	1
zo-ts	坐仔	1
zo-tæn-lôh	坐帶落	2
zo-we	座位	5
zo-zih	坐席	3
zo-zih-go	坐席個	2
zæn-tʽu	饞唾	2
zôh-cʽih-læ	鑿出來	1
zôh-mô	𧮙罵	3
zông	上	4
zông-deo	上頭	4
zông-djôh	嘗着	1
zông-kong-go	上工個	4
zông-kʽong-pʽô	尚恐怕	1
zông-læ-go	上來個	1
zông-teng	上頂	1
zông-tsʽia	尚且	1
zông-we	上位	1
zông-zin	上前	2
zông-ʽô	上下	1
æ-dziang	哀杖	1
æ-kying	愛敬	3
æ-lin	哀憐	9
æ-lin-sing	哀憐心	1
æ-sih	愛惜	6
æ-sih-ng-go	愛惜爾個	1
æ-sih-sing	愛惜心	1
ô-deo	丫頭	2
ô-ts	啞子	6
ô-ts	椏枝	2
ô-ts-li	椏枝裏	1
ô-wông	啞喤	2
ôh	惡	4
ôh-go	惡個	7
ôh-i	惡意	1
ôh-kwun	惡貫	1
ôh-kyü	惡鬼	1
ôh-nying	惡人	4
ôh-tsia	或者	5
ông-de	怏了	4
ü-ts	椅子	2
ün-kô	冤家	6
ün-ʽeng	冤恨	1
üong	永	2
üong-go	勇個	1
üong-yün	永遠	6
üô-ha-z	亞哈士	2
üô-kyi-lao	亞基老	1
üô-kying	亞金	2
üô-leh-fi-go	亞勒腓個	1
üô-læn	亞蘭	2
üô-meng	亞門	2
üô-meng	亞們	1
üô-mi-nô-dah	亞米拿達	1
üô-pah	亞伯	1
üô-pah-lah-hen	亞伯拉罕	5
üô-pah-lah-hen-go	亞伯拉罕個	2
üô-pi-üoh	亞比鬰	2
üô-pi-üô	亞比亞	2
üô-sah	亞撒	1
üô-sô	亞所	2
ʽa	鞋	2
ʽah-li	何裏	21
ʽah-li-læ	何裏來	2
ʽah-tsah	狹窄	1
ʽah-tsah-go	狹窄個	1
ʽang	行	5
ʽang-lôh	行落	1
ʽang-si-li	行洗禮	1
ʽang-si-li-go	行洗礼個	3
ʽang-si-li-go	行洗禮個	3
ʽang-we	行爲	3
ʽao-deo	號頭	1
ʽao-dong-go	號筒個	1
ʽao-li-da-kʽoh	號淚大哭	1
ʽe	哎	1
ʽeh	合	1
ʽeh-kʽeo-zi-dong	合口齊動	1
ʽeh-ts	盒子	2
ʽeh-ying-go	合營個	1
ʽeh-zing-li	合城裏	1
ʽen	咸	1
ʽen-lu	旱路	1
ʽen-tʽin-ʽô	咸天下	3
ʽeo	候	2
ʽeo-deo	後頭	12
ʽeo-deo-go	後頭個	1
ʽeo-dæ	後代	10
ʽeo-jü	後如	1
ʽeo-pe	後背	2
ʽeo-sang	後生	2
ʽo	河	4
ʽo	賀	3
ʽo-dziao	和潮	2
ʽo-hwông	何況	3
ʽo-kô	和家	1
ʽo-moh	和睦	1
ʽo-nga	河外	2
ʽo-se	禍祟	14
ʽo-sæn-nah	和散那	3
ʽo-tih-go	和的個	1
ʽo-yüong	何用	1
ʽoh-sang-ts	學生子	1
ʽong-bao	紅袍	2
ʽong-ngô	紅牙	2
ʽong-shü	洪水	2
ʽæ	害	1
ʽæn	鹹	1
ʽæn-go	鹹個	1
ʽæn-tsao	閒早	1
ʽô	下	4
ʽô-lôh	下落	1
ʽô-pun-nyih	下半日	1
ʽô-si	下世	1
ʽô-siu	下手	1
ʽô-siu-go	下手個	1
ʽô-tʽin	夏天	1
ʽô-veng	下文	1
ʽôh-sang-ts	學生子	1
ʽôh-tsia	或者	16
ʽôh-we-de	學會了	1
