羅馬字	漢字	頻率
ing-tsing	印證	1
ing-tông	應當	7
ing-we	因爲	392
ing-we-ng	因爲爾	1
ing-yüong	應用	1
ing-yüong	英雄	1
ing-yüong-go	應用個	1
iu-ko-de	幽過了	1
iu-kæn	幽間	1
iu-li	憂慮	3
iu-læ	幽來	1
iu-meng	憂悶	30
iu-meng-de	憂悶了	1
iu-meng-go	憂悶個	1
iu-meng-siang	憂悶相	2
jih	十	3
jih	入	2
jih-dzæ	實在	41
jih-feng	十分	3
jih-go	十個	8
jih-ih	十一	1
jih-ih-go	十一個	2
jih-ih-lih	十一粒	1
jih-jih-we-we	實實惠惠	2
jih-koh	十國	3
jih-koh-sang	十國生	1
jih-kwu	十股	2
jih-kwu-teh-ih	十股得一	1
jih-kwʽe	十塊	1
jih-kyiao	入教	1
jih-kyiu	十九	1
jih-leh	入勒	1
jih-liang	十兩	1
jih-lin	習練	1
jih-lin-ko-liao-go	習練過了個	1
jih-loh-go	十六個	1
jih-loh-nyin	十六年	1
jih-mo	入魔	3
jih-mo-go	入魔個	7
jih-ng	十五	4
jih-nyi	十二	19
jih-nyi-go	十二個	19
jih-nyih	十日	1
jih-pah-go	十八個	1
jih-r-mæn	日耳曼	4
jih-s	十四	5
jih-s-go	十四個	1
jih-s-ng-væn	十四五萬	1
jih-sæn	十三	2
jih-tsah	十隻	6
jih-tsao	十遭	2
jih-tsih	十七	2
jih-tsʽih	十七	3
jih-tsʽin	十千	1
jih-tʽah	十𡍲	1
jih-we	實惠	5
jih-yiang	十樣	1
jih-yiæ-su-kyiao	入耶穌教	1
jih-yüih	日月	3
jih-yüih	十月	2
jih-yüih-sing	日月星	1
jih-yüih-ts	日月之	1
jih-z-kô	十字架	32
jih-z-kô-go	十字架個	4
jih-z-kô-zông	十字架上	13
jing	神	31
jing	慎	1
jing	純	1
jing-dao	神道	2
jing-koh	神國	3
jing-koh-go	神國個	3
jing-koh-li	神國裏	1
jing-kwông	神光	1
jing-ling	神靈	4
jing-liu	順流	13
jing-lo	巡邏	2
jing-ming	神明	331
jing-ming-go	神明個	84
jing-næ	忍耐	9
jing-siu	順手	2
jing-siu-pin	順手邊	18
jing-ts	神子	11
jing-tsah	順隻	9
jing-tsih	神蹟	15
jing-tʽong	神通	1
jing-veh	人物	2
jing-vu	神父	4
jing-vu-go	神父個	2
jing-wæn	循環	1
jing-z	純是	2
jing-ze	認罪	3
jing-ze	純粹	1
jing-ziang	神像	2
jing-ʽa	神啊	1
joh	贖	2
joh-de	熟了	1
joh-go	熟個	2
joh-ko	贖過	1
joh-koh	屬國	4
joh-koh-de	屬國了	2
joh-ze	贖罪	5
joh-ze-go	贖罪個	2
joh-ü	屬於	2
joh-ʽô-go	屬下個	1
jôh	屬	1
jü	誰	61
jü	樹	48
jü	聚	2
jü	如	1
jü-de	聚隊	1
jü-go	誰個	9
jü-go	樹個	6
jü-hyiang	乳香	3
jü-jih-long	聚集攏	2
jü-ko	如果	9
jü-kyin	敘劍	1
jü-kying	如今	12
jü-lah	誰拉	3
jü-li	樹裏	2
jü-li-fi-nyi-kyi	敘利腓尼基	1
jü-li-üô	敘利亞	6
jü-ling	樹林	1
jü-long	聚攏	26
jü-long-kæn	聚攏間	5
jü-long-læ	聚攏來	7
jü-long-læ-de	聚攏來了	1
jü-long-tong	聚攏東	2
jü-long-tong-go	聚攏東個	2
jü-lôh	乳酪	1
jü-moh	樹木	5
jü-noh	誰儂	2
jü-noh-go	誰儂個	2
jü-nyi	如尼	1
jü-sing	如心	1
jü-sing-ziang-i	如心像意	1
jü-siu	聚首	1
jü-tsoh	聚足	1
jü-tsʽ	如此	9
jü-vong-li	樹縫裏	2
jü-we-dông	聚會堂	6
jü-we-dông-li	聚會堂裏	14
jü-z	敘事	1
jün	船	36
jün	善	2
jün-cong	善終	1
jün-cong-go	善終個	1
jün-go	船個	2
jün-ko-jün	船個船	1
jün-kʽao	全靠	1
jün-li	船裏	31
jün-li-de	船裏了	1
jün-li-go	船裏個	2
jün-r	然而	1
jün-tsiang	膳長	7
jün-ôh	善惡	3
jün-ôh-go	善惡個	2
jün-ü	擅於	1
jün-ʽeo	然後	1
ka	介	390
ka	解	7
ka-cʽih	介出	1
ka-cʽih	解出	1
ka-dao	街道	2
ka-diao	介掉	2
ka-go	介個	32
ka-kun	介管	1
ka-kyʽi	解去	2
ka-kʽæ	解開	3
ka-leh	解勒	1
ka-ni	介呢	85
ka-shih	解說	23
ka-siang-mao	介相貌	1
ka-sæn	解散	1
ka-ts	解仔	2
ka-ts	戒指	1
ka-tso	介做	1
ka-tsʽæ-ts	芥菜子	4
ka-z-ʽeo	介時候	1
ka-zông-læ-go	解上來個	1
kah	格	1
kah-cʽih-læ-go	溢出來個	1
kah-deo-kah-nao	夾頭夾腦	1
kah-dzeh	夾雜	1
kah-hæ	隔海	1
kah-kyʽi	夾起	1
kah-kʽæ	隔開	1
kah-nga	格外	9
kah-pih	隔壁	1
kah-pu-üô	格布亞	1
kah-zông-læ	溢上來	1
kang	羹	2
kang	耕	1
kang-cong	耕種	5
kang-cong-go	耕種個	1
kang-din	耕田	1
kao	高	30
kao	教	14
kao	告	12
kao-do	高大	1
kao-dæ	交代	21
kao-fu	交付	23
kao-hying	高興	34
kao-hying-siang	高興相	1
kao-hyüing	教訓	23
kao-hyüing-go	教訓個	3
kao-jü	高如	2
kao-kao	高高	3
kao-kao-go	高高個	1
kao-leo	高樓	2
kao-nyin	膠粘	1
kao-nyin	膠黏	1
kao-nying	教人	1
kao-shü	酵水	6
kao-sing	高聲	7
kao-su	告訴	16
kao-sæn	高山	2
kao-sæn-te	高山堆	6
kao-sæn-te-li	高山堆裏	1
kao-ti	高低	2
kao-tsin	交戰	10
kao-tʽin	高天	1
ke-yün-go	箇園個	2
keh	箇	438
keh	割	3
keh-cong-ka	箇種介	15
keh-cü	箇株	5
keh-cü-ka	箇株介	7
keh-cü-ka-go	箇株介個	1
keh-da	箇埭	10
keh-de	箇隊	2
keh-deo	箇頭	144
keh-do-dziao	箇大潮	15
keh-dziao	箇潮	27
keh-dzoh	箇族	6
keh-dzoh-go	箇族個	4
keh-dæ	箇代	4
keh-dön	割斷	1
keh-go	箇個	325
keh-go-nying	箇個人	2
keh-gyin	箇件	1
keh-hyiang	箇向	2
keh-ih-nyih	箇一日	1
keh-jing	革順	1
keh-keh-sô	革革沙	1
keh-keng	箇根	2
keh-koh-go	箇國個	1
keh-kwʽe	箇塊	12
keh-kyü	箇句	8
keh-kyüô-sah	革迦撒	1
keh-kyüô-seh	革迦撒	1
keh-kyʽi	箇起	4
keh-kæn	箇間	1
keh-kô	箇家	1
keh-kʽeo	箇口	4
keh-lah	箇拉	132
keh-lao-tiu	葛勞丟	1
keh-le	箇類	10
keh-leh	箇勒	2
keh-liang	箇兩	1
keh-lih	箇粒	1
keh-læ-su	葛萊蘇	2
keh-meh	箇末	4
keh-ngen	箇岸	2
keh-nyi-sah-leh	革尼撒勒	2
keh-nyih	箇日	11
keh-nyin	箇年	4
keh-pe	箇杯	1
keh-peng	箇本	1
keh-pin	箇邊	15
keh-pæn	箇班	28
keh-pʽin	箇篇	1
keh-sing	箇星	409
keh-sing-go	箇星個	1
keh-tang	箇打	1
keh-ten	箇𡍲	5
keh-tong-si	箇東西	1
keh-ts	箇支	1
keh-tsah	箇隻	6
keh-tsao	箇遭	102
keh-tsih	箇節	3
keh-tsing	箇進	2
keh-tông	箇黨	3
keh-tʽah	箇𡍲	5
keh-tʽah	箇埭	4
keh-tʽoh	葛托	1
keh-veng	箇份	5
keh-we	箇位	17
keh-yia	箇夜	1
keh-yiang	箇樣	1
keh-z	箇是	4
keh-zih-din	吃舌頭	1
keh-zo	箇座	9
keh-zông	箇晌	4
keh-ʽao	箇號	2
ken	趕	11
ken	敢	9
ken	感	5
ken	干	1
ken-cʽih	趕出	27
ken-cʽih-ko	趕出過	1
ken-cʽih-ts	趕出仔	1
ken-den	衦頭	4
ken-djoh	趕着	1
ken-djoh-de	趕着了	1
ken-djôh	趕着	2
ken-dong	感動	10
ken-eng	感恩	5
ken-hwô	感化	5
ken-ko	干戈	3
ken-leh	趕勒	2
ken-læn	橄欖	7
ken-sing	甘心	6
ken-tao	趕到	2
ken-ts-li	稈子裏	2
ken-tseo	趕走	3
ken-tông	敢當	1
ken-zia	感謝	9
ken-zia-go	感謝個	4
ken-zing	乾淨	20
ken-zing-de	乾淨了	4
ken-zing-go	乾淨個	1
ken-zông	趕上	1
ken-zông-kyʽi	趕上去	1
keng	跟	28
keng	根	9
keng	更	3
keng-deo	根頭	8
keng-djôh	跟着	13
keng-dzong	跟從	2
keng-keng	根根	1
keng-kæ	更改	1
keng-kæn-go	跟間個	1
keng-kô	更加	9
keng-leh	跟勒	28
keng-leh-kyʽi	跟勒去	3
keng-nyün	根源	4
keng-sing	根深	1
keo	夠	1
keo-de	夠了	5
keo-kyʽüoh	夠喫	1
keo-ts	鉤子	1
keo-yüong	夠用	1
ko	過	22
ko	歌	18
ko-de	過了	9
ko-deo	過頭	1
ko-deo-ts	過頭仔	1
ko-fu	歌賦	1
ko-hao	過好	1
ko-hao-ts	裹好仔	2
ko-hæ	過海	3
ko-jü	過如	10
ko-jün	果然	5
ko-ko	個個	1
ko-kyʽi	過去	19
ko-kyʽi-tin	過去點	1
ko-leh	過了	10
ko-leh	過勒	3
ko-li-o-læn	哥裏倭蘭	9
ko-liao	過了	1
ko-liao-go	過了個	1
ko-ling-to	哥林多	1
ko-læ	過來	1
ko-mih	歌篾	1
ko-mih-go	歌篾個	1
ko-shih	過失	6
ko-sing-feh-kyʽi	過心弗去	1
ko-su-go	個數個	1
ko-sæn	歌珊	10
ko-tang-ko	個打個	3
ko-tang-ko-go	個打個個	1
ko-te-ko	過對過	1
ko-ts	果子	34
ko-ts-go	果子個	1
ko-tsʽông	歌唱	17
ko-tön	果斷	2
ko-yia	過夜	1
ko-yiang	過洋	1
ko-zia	過謝	1
ko-ü	過於	5
ko-ʽeh	哥轄	1
koh	國	37
koh	穀	16
koh	各	3
koh	擱	1
koh	角	1
koh-cong	各種	7
koh-go	國個	6
koh-koh-go	各國個	1
koh-koh-tʽa	各各他	1
koh-kô	國家	28
koh-kô	穀價	1
koh-kô-go	國家個	2
koh-li	國裏	1
koh-nying	各人	11
koh-nying-go	各人個	2
koh-pæn	各般	1
koh-sang	國生	2
koh-su	國數	4
koh-tang-koh	國打國	2
koh-tang-koh-go	各打各個	1
koh-tang-koh-go	國打國個	1
koh-tsʽông	穀倉	1
koh-tsʽông-li	穀倉裏	2
koh-veng	國份	44
koh-wông	國王	15
koh-wông-go	國王個	2
koh-ʽao	國號	2
kong	功	3
kong	弓	3
kong-bing	公平	2
kong-bing-ts	公平之	1
kong-dao	公道	2
kong-din	工鈿	14
kong-fu	工夫	12
kong-fu	功夫	9
kong-hyi	恭喜	8
kong-ing	供應	8
kong-kong	恭恭	1
kong-kwu-go	公估個	1
kong-kying	恭敬	3
kong-kyü	公舉	3
kong-lao	功勞	24
kong-nying	工人	5
kong-ts	公子	3
kong-tæn-ding	貢旦定	4
kong-tæn-ding-dzing	貢旦定城	2
kong-we	公會	11
kong-we-ts	公會之	1
kong-yi	公義	28
kong-yi-go	公義個	1
kong-z	公事	3
kong-zông	供上	1
kong-ʽeo	公侯	5
kwa-dziang	拐杖	2
kwa-kyiah	拐腳	5
kwa-kyiah-go	拐腳個	2
kwah	刮	2
kwah	摑	2
kwah-kyiah	摑腳	1
kwah-siu	摑手	1
kwang	梗	1
kwe	歸	39
kwe-djong	貴重	5
kwe-djong-go	貴重個	3
kwe-i	皈依	2
kwe-jing	鬼神	1
kwe-kang	貴庚	1
kwe-keng	歸根	3
kwe-kyü	規矩	2
kwe-leh	歸勒	1
kwe-peh	歸撥	32
kwe-pih	圭必	1
kwe-tao	歸到	2
kwe-ts-siu	劊子手	1
kwe-tsing	歸正	5
kwe-tsing-go	歸正個	1
kwe-tsing-liao	歸正了	1
kwe-tʽin	歸天	1
kwe-tʽu	歸土	3
kwe-voh	歸服	6
kwe-wæn	歸還	1
kwe-wông	鬼王	3
kwe-zin	貴賤	2
kwe-ü	歸於	7
kweh-deo	骨頭	4
kweh-deo-go	骨頭個	1
kweh-joh	骨肉	3
kweng-djong	昆蟲	1
kweng-ts	棍子	6
kwu	僱	3
kwu	固	1
kwu	顧	1
kwu-djôh	顧着	23
kwu-djôh-go	顧着個	2
kwu-jih	古實	3
kwu-jih-go	古實個	1
kwu-kwu	孤孤	2
kwu-kwu	固固	1
kwu-kwu-tsʽi-tsʽi	孤孤悽悽	1
kwu-li-næ	古利奈	2
kwu-læ-go	僱來個	1
kwu-læ-si	古萊西	2
kwu-mi	古米	1
kwu-nyi	沽尼	1
kwu-nying	古人	1
kwu-sông	孤孀	6
kwu-tin	古典	8
kwu-tsih	古蹟	4
kwu-z	古事	1
kwu-z	古時	1
kwu-z	故事	1
kwu-z-tsin	古時節	10
kwu-z-tsin-go	古時節個	1
kwun	管	19
kwun	官	10
kwun-djü	管治	4
kwun-djü	管住	2
kwun-fu	官府	6
kwun-go	管個	2
kwun-kæn	管間	2
kwun-kæn-go	管間個	1
kwun-li	管理	8
kwun-meng-go	管門個	1
kwun-min	冠冕	7
kwun-s	官司	1
kwun-siu	管守	4
kwun-tsiang	管賬	2
kwun-tsiang	官長	1
kwun-tʽing	官廳	1
kwun-tʽing-li	官廳裏	1
kwæn	關	6
kwæn	慣	1
kwæn-diah	關牒	2
kwæn-go	關個	1
kwæn-hao	關好	2
kwæn-ih-kwæn	關一關	1
kwæn-kæn-go	關間個	1
kwæn-leh	關了	2
kwæn-liao	慣了	1
kwæn-liao	關了	1
kwæn-læ	關來	4
kwæn-meng	關門	1
kwæn-ngæ	關礙	1
kwæn-ts	關仔	1
kwæn-yi	關係	2
kwô	掛	2
kwô-læ	掛來	2
kwô-vu-go	寡婦個	2
kwông	光	9
kwông	廣	4
kwông-da	廣大	1
kwông-kwʽeh	廣闊	3
kwông-kwʽeh-leh-kying	廣闊勒緊	1
kwông-kying	光景	10
kwông-liang	光亮	3
kwông-ming	光明	5
kwông-tsiao	光照	2
kwông-tsʽæ	光彩	2
kwông-wah-go	光滑個	2
kwông-wô	光華	1
kwông-ʽang	廣行	1
kwʽa	快	49
kwʽa-de	快了	1
kwʽa-iao	快要	3
kwʽa-kwʽa	快快	27
kwʽa-kwʽa-weh-weh	快快活活	1
kwʽa-liang	快亮	1
kwʽa-loh	快樂	26
kwʽa-lôh-go	快樂個	2
kwʽa-si	快死	1
kwʽa-tao	快到	1
kwʽa-weh	快活	5
kwʽa-weh-leh-kying	快活勒緊	1
kwʽa-weh-vu-pi	快活無比	1
kwʽa-yia	快夜	1
kwʽe	塊	4
kwʽe-kah	盔甲	1
kwʽeh	闊	2
kwʽeh-kwʽeh-go	闊闊個	1
kwʽeh-tsʽiah	闊綽	1
kwʽeng	睏	11
kwʽeng-go	睏個	3
kwʽeng-joh	睏熟	9
kwʽeng-joh-de	睏熟了	3
kwʽeng-joh-go	睏熟個	1
kwʽeng-joh-tih	睏熟的	8
kwʽeng-joh-tong	睏熟東	1
kwʽeng-kao	睏覺	2
kwʽeng-ko	睏過	2
kwʽeng-kwʽu	困苦	3
kwʽeng-kæn	睏間	6
kwʽeng-tao	睏到	1
kwʽeng-tih-go	睏的個	1
kwʽeng-ts	睏仔	1
kwʽu	苦	13
kwʽu-de	枯了	3
kwʽu-deo	苦頭	1
kwʽu-feh-ko	苦弗過	2
kwʽu-go	苦個	1
kwʽu-kwʽu	苦苦	1
kwʽu-leh	枯勒	1
kwʽu-leo	骷髏	1
kwʽu-lu-deo	骷顱頭	2
kwʽu-lôh	枯落	1
kwʽu-lôh-de	枯落了	2
kwʽu-nao	苦惱	4
kwʽu-nying	苦人	1
kwʽu-næn	苦難	28
kwʽu-næn-go	苦難個	2
kwʽu-sah	苦煞	1
kwʽu-tsʽu	苦楚	24
kwʽu-tæn	苦膽	1
kwʽu-tʽao-kyʽün	箍套圈	2
kwʽun-do	寬大	1
kwʽun-kʽong	寬空	1
kwʽun-shü	寬恕	3
kwʽun-ʽong	寬宏	2
kwʽun-ʽæn	寬限	2
kwʽun-ʽæn-gyi	寬限其	1
kwʽông-iæ	曠野	36
kwʽông-iæ-li	曠野裏	2
kyi	雞	8
kyi	幾	7
kyi	計	1
kyi	記	1
kyi-bun-ts	羈絆之	1
kyi-da-lao-mô	基大老瑪	5
kyi-dah	基達	1
kyi-diao	幾條	1
kyi-go	幾個	23
kyi-go	繫個	1
kyi-go-nying	幾個人	1
kyi-jün	既然	30
kyi-kao	計較	11
kyi-kwang	幾梗	2
kyi-kwô	記掛	1
kyi-kyi-wu	幾幾乎	1
kyi-kying	既經	1
kyi-lao	記牢	1
kyi-leh	繫勒	1
kyi-leng	計論	1
kyi-lih	基列	4
kyi-lih-üô-pô	基列亞巴	1
kyi-lu-ping	基路冰	2
kyi-læn	基蘭	1
kyi-meo	計謀	1
kyi-meo-li	基母利	1
kyi-neh	基納	3
kyi-nyi	基尼	1
kyi-nyi-si	基尼洗	1
kyi-nyiang	雞娘	1
kyi-nyih	幾日	6
kyi-nyih	基業	2
kyi-nyih-go	基業個	1
kyi-nyin	幾年	2
kyi-nyiæn	記念	7
kyi-pa	寄拜	2
kyi-sih	基悉	1
kyi-sih	基薛	1
kyi-sing	肌身	36
kyi-sing-go	肌身個	2
kyi-sing-li	肌身裏	1
kyi-su	計數	1
kyi-teh	記得	28
kyi-teh-tao	記得到	2
kyi-ti	基帝	1
kyi-toh	基督	34
kyi-toh-go	基督個	2
kyi-tu-lah	基都拉	1
kyi-tu-lah-go	基都拉個	1
kyi-tʽao	幾套	1
kyi-we	機會	5
kyi-we-go	機會個	1
kyi-wu	幾乎	1
kyi-z	幾時	27
kyi-z	記事	1
kyi-z-de	幾時了	1
kyi-ʽao	記號	8
kyiah	腳	23
kyiah-bu	腳步	7
kyiah-ing	腳印	1
kyiah-keng	腳跟	1
kyiah-kwang	腳梗	1
kyiah-kying	腳筋	1
kyiah-kʽo-deo	腳䯊頭	3
kyiah-li-go	腳裏個	1
kyiah-lu	甲路	2
kyiah-mo-nyi	甲摩尼	1
kyiah-nyi	甲尼	1
kyiah-ti-ʽô-go	腳底下個	1
kyiah-ʽeo-keng	腳後跟	3
kyiah-ʽô	腳下	10
kyiang-long-kyʽi	僵攏起	1
kyiao	教	8
kyiao	澆	2
kyiao	繳	1
kyiao-deo	教頭	4
kyiao-kyiao	澆澆	1
kyiao-leh	叫勒	104
kyiao-læ	澆來	1
kyiao-meng	教門	7
kyiao-meng-li	教門裏	1
kyiao-ngao	驕傲	1
kyiao-ngao-go	驕傲個	1
kyiao-sing-ta	繳身帶	2
kyiao-we	教會	1
kyiao-wông	教皇	12
kyiao-wông-go	教皇個	1
kyih	結	23
kyih	急	2
kyih	吉	1
kyih-bah	潔白	2
kyih-be	結佩	1
kyih-deh-tông	結特黨	2
kyih-dong	激動	3
kyih-dong-kyʽi	激動起	1
kyih-dzing	結成	1
kyih-dziu	結仇	1
kyih-go	結個	1
kyih-gyüoh	結局	2
kyih-jih	結實	2
kyih-joh	結熟	1
kyih-ko	結果	2
kyih-kyih	結結	2
kyih-kyih	潔潔	1
kyih-kyih-jih-jih	結結實實	1
kyih-kyih-zing-zing	潔潔淨淨	1
kyih-li	棘籬	1
kyih-mih	今末	38
kyih-mih-ts	今末仔	3
kyih-mih-ts	今末子	3
kyih-sah	結煞	7
kyih-sah-go	結煞個	3
kyih-tông	結黨	1
kyih-tông-go	結黨個	2
kyih-zing	潔淨	3
kyih-zing-go	潔淨個	6
kyin	見	25
kyin	建	2
kyin-kah-deo	肩胛頭	6
kyin-kah-deo-go	肩胛頭個	1
kyin-ko	見過	1
kyin-kwu	堅固	5
kyin-kyin	堅堅	1
kyin-kyiu	見究	1
kyin-læ	建來	1
kyin-min	見面	5
kyin-min-de	見面了	1
kyin-sih	見識	1
kyin-sing	堅信	1
kyin-toh	檢督	1
kying	禁	3
kying	金	3
kying	筋	2
kying	緊	2
kying	經	1
kying-bông	謹防	1
kying-cü	景緻	2
kying-djong	敬重	12
kying-djü	禁除	4
kying-djü	禁住	2
kying-dzing	京城	12
kying-hyiæ	驚駭	4
kying-ko	經過	1
kying-kying	緊緊	2
kying-kying	敬敬	1
kying-lih-ko	經歷過	1
kying-lin	金鍊	1
kying-nying-go	金銀個	1
kying-næn-kæn	今難間	1
kying-si	今世	11
kying-si-go	今世個	2
kying-sing	警醒	14
kying-sing	謹醒	2
kying-siu	經手	4
kying-ts	金子	20
kying-ts-go	金子個	1
kying-z	金字	1
kying-z-ka	今是介	1
kying-zih	禁食	12
kying-zih-go	禁食個	2
kying-zih-gyi	禁食其	2
kying-æ	敬愛	2
kyiu	救	84
kyiu	九	5
kyiu-cü	救主	122
kyiu-cü-go	救主個	10
kyiu-cün	救轉	5
kyiu-cün-læ	救轉來	1
kyiu-cʽih	救出	1
kyiu-fah	救法	3
kyiu-feh-læ	救弗來	2
kyiu-go	救個	1
kyiu-jih	九十	4
kyiu-jih-kyiu	九十九	2
kyiu-jih-ng	九十五	2
kyiu-joh	救贖	8
kyiu-joh-go	救贖個	4
kyiu-ko-de	救過了	2
kyiu-kyiu	救救	1
kyiu-pah	九百	7
kyiu-ping	救兵	2
kyiu-shü	九歲	1
kyiu-shü-cü	救世主	2
kyiu-sing	救星	4
kyiu-tsiu	九州	4
kyiu-voh	救復	1
kyiu-wun	救完	1
kyü	鬼	50
kyü	歸	30
kyü	據	2
kyü	舉	2
kyü	貴	2
kyü	句	1
kyü-djü	居住	1
kyü-dong	舉動	1
kyü-kyʽi	歸去	18
kyü-læ	歸來	26
kyü-tang-kyü	句打句	5
kyü-tao	歸到	8
kyü-tsin	舉薦	1
kyü-zông	舉上	3
kyüih-i	決意	1
kyüing	君	4
kyüing-wông	君王	6
kyüing-wông-ts	君王之	1
kyüing-z-dæn-ting	君士但丁	1
kyüoh-teh	覺得	5
kyüô-da-gyi	迦大其	28
kyüô-da-lah	加大拉	1
kyüô-dæn	迦但	2
kyüô-lah	迦拉	2
kyüô-lah-ti	迦勒底	2
kyüô-leh-ti	迦勒底	1
kyüô-li-li	加利利	29
kyüô-li-li-go	加利利個	1
kyüô-liah-go	加略個	4
kyüô-lih	迦列	2
kyüô-mi	迦米	1
kyüô-nen	迦南	66
kyüô-nen-go	迦南個	5
kyüô-nô-go	迦拿個	1
kyüô-pah-lih	加百列	1
kyüô-pah-nong	迦百農	7
kyüô-sah	迦薩	1
kyüô-teh	迦得	3
kyüô-teh-go	迦得個	1
kyüô-tʽih	迦鐵	3
kyüô-ʽen	迦含	1
kyʽi	去	549
kyʽi	起	16
kyʽi	氣	15
kyʽi	豈	14
kyʽi-de	去了	40
kyʽi-deo	起頭	20
kyʽi-deo-go	起頭個	4
kyʽi-diao	棄掉	36
kyʽi-diao-ts	棄掉仔	2
kyʽi-djih	棄絕	2
kyʽi-dæ	欺待	1
kyʽi-feh	豈弗	3
kyʽi-feh-læ-go	去弗來個	1
kyʽi-feh-z	豈弗是	4
kyʽi-go	去個	9
kyʽi-gyi	去其	1
kyʽi-gyi-feh-ko	氣其弗過	2
kyʽi-gyih	棄極	1
kyʽi-gyiu	棄舊	2
kyʽi-hao	起好	2
kyʽi-hyüih-sing	起血心	2
kyʽi-ing-go	起因個	1
kyʽi-ko	起過	1
kyʽi-kô	起家	1
kyʽi-kʽang	溪坑	3
kyʽi-kʽo-go	起課個	2
kyʽi-leh	起了	5
kyʽi-leh-ping	起了兵	1
kyʽi-lih	氣力	1
kyʽi-lih-go	氣力個	1
kyʽi-læ	起來	6
kyʽi-læ-de	起來了	1
kyʽi-ming	器皿	2
kyʽi-mo	企慕	8
kyʽi-mo	去慕	1
kyʽi-mo-go	企慕個	1
kyʽi-ngao	氣傲	1
kyʽi-næn-dao	豈難道	1
kyʽi-oh-go	起屋個	2
kyʽi-ping	起兵	1
kyʽi-sing	起身	3
kyʽi-siu	起首	1
kyʽi-ts	去仔	1
kyʽi-tsʽu	起初	3
kyʽi-vu	欺侮	3
kyʽi-zao	去造	4
kyʽi-zia	棄邪	2
kyʽi-zia	起邪	1
kyʽiah-hao	恰好	1
kyʽiah-leh	卻勒	1
kyʽiao	巧	1
kyʽiao-leh	巧勒	2
kyʽiao-leh	巧了	1
kyʽih	挈	3
kyʽih	喫	1
kyʽih-hoh	喫𢞕	21
kyʽih-hoh-de	喫𢞕了	3
kyʽih-hoh-sah	喫𢞕煞	1
kyʽih-kyʽih	喫喫	1
kyʽih-lih	喫力	1
kyʽih-lih-de	喫力了	2
kyʽih-lôh	挈落	2
kyʽih-tih	挈的	1
kyʽin	欠	10
kyʽin	牽	2
kyʽin-hyü	謙虛	1
kyʽin-hyü-go	謙虛個	1
kyʽin-leh	牽勒	3
kyʽin-leh-læ	牽勒來	1
kyʽin-læ	牽來	1
kyʽin-tsao	欠早	1
kyʽing	輕	3
kyʽing-go	輕個	1
kyʽing-kʽen	輕看	2
kyʽing-kʽo	輕可	7
kyʽing-mæn	輕慢	1
kyʽing-tsʽa	欽差	1
kyʽü	虧	1
kyʽü-leh	虧勒	8
kyʽü-leh	虧了	7
kyʽü-shü	去世	4
kyʽüih	缺	22
kyʽüih-cʽü	缺處	1
kyʽüih-de	缺了	1
kyʽüih-go	缺個	3
kyʽüih-leh-tin-de	缺勒點了	1
kyʽüih-li-li	缺利利	1
kyʽüih-siao	缺少	4
kyʽüih-siao-dziang-tön	缺少長短	1
kyʽüih-tang	屈打	1
kyʽüih-tin	缺點	1
kyʽüih-vah	缺乏	1
kyʽüih-veng	闕份	1
kyʽün	勸	11
kyʽün	圈	1
kyʽün-cün	圈轉	1
kyʽün-sing	勸心	1
kyʽün-tʽao	圈套	3
kyʽüoh	喫	114
kyʽüoh-de	喫了	9
kyʽüoh-diao-de	喫掉了	2
kyʽüoh-dzing-go	喫剩個	5
kyʽüoh-feh-wun	喫弗完	1
kyʽüoh-go	喫個	26
kyʽüoh-hao-ts	喫好仔	2
kyʽüoh-ko	喫過	6
kyʽüoh-ko-de	喫過了	1
kyʽüoh-kwʽu	喫苦	5
kyʽüoh-kyʽüoh	喫喫	5
kyʽüoh-leh	喫了	2
kyʽüoh-leh	喫勒	1
kyʽüoh-meh	喫沒	1
kyʽüoh-na-go	喫奶個	2
kyʽüoh-pao	喫飽	3
kyʽüoh-pao-de	喫飽了	4
kyʽüoh-ping	喫餅	1
kyʽüoh-pong	曲崩	1
kyʽüoh-shü	喫水	2
kyʽüoh-shü-go	喫水個	2
kyʽüoh-ts	喫仔	9
kyʽüoh-ts	曲子	4
kyʽüoh-tse	喫醉	2
kyʽüoh-tsiu	喫酒	5
kyʽüoh-tsʽao	喫草	2
kyʽüoh-væn	喫飯	10
kyʽüoh-wun	喫完	1
kyʽüoh-yüong	喫用	2
kyʽüoh-zih	喫食	27
kyʽüoh-zing	喫盡	1
kyʽüong-tsʽông	穹蒼	6
kæ	該	72
kæ	蓋	4
kæ	改	1
kæ-cü	居主	1
kæ-djü	蓋住	3
kæ-hao	蓋好	1
kæ-hwe	改悔	1
kæ-ing	該隱	16
kæ-ko	改過	2
kæ-kwun	該管	16
kæ-kwun-de	該管了	2
kæ-kwun-go	該管個	9
kæ-leh	蓋勒	3
kæ-leh-lao	蓋勒牢	1
kæ-nen	該南	5
kæ-pin	改變	1
kæ-pin	該變	1
kæ-sah	該撒	16
kæ-sah-go	該撒個	5
kæ-sah-li-üô	該撒利亞	2
kæ-sah-ts	蓋煞仔	1
kæ-zông	蓋上	1
kæ-ôh	改惡	1
kæ-ôh-dzong-jün	改惡從善	1
kæ-üô-fah-go	該亞法個	2
kæn	揀	4
kæn	間	1
kæn-djoh	揀着	1
